province,city_or_municipality,position,name,nickname,party_affiliation,votes_obtained
Masbate,Esperanza,Councilor,"Prieto, Ligaya Balza",Gayang,INA or Nationalist People's Coalition,3732
Batangas,San Nicolas,Councilor,"Alvaira, Leonardo Alvarez",Ding,Lakas-Christian Muslim Democrats,3733
Northern Samar,San Jose,Councilor,"Anaviso, Antonieto Jr. Gepollo",Nonoy,Liberal Party,3733
Davao del Sur,Sarangani,Councilor,"Ahol, Jose Jr Balo",Tala,Nationalista Party Coalition,3733
Occidental Mindoro,Lubang,Councilor,"Tesalona, Bernard Tesalona",Bonaks,Lakas-Christian Muslim Democrats,3735
Eastern Samar,Taft,Councilor,"Simborios, Domingo Tan",Enggot,Nationalist People's Coalition,3736
Misamis Occidental,Calamba,Councilor,"Leonardo, Moises Diqet",Sis,Reporma-LM,3736
Bohol,Maribojoc,Councilor,"Laluna, Samuel Narisma",Sammy,Lakas- Christian Muslim Democrats,3738
Cebu,Pilar,Councilor,"Madrazo, Ruben Lazona",Rudy,Independent-MASA,3738
La Union,San Gabriel,Councilor,"Canutab, Mauricio Pacian",Moore,Aksyon Demokratiko,3740
Nueva Vizcaya,Kasibu,Mayor,"Maagaway, Romeo Sr. P.",-,-,3740
Antique,Pandan,Councilor,"Napat, Marissa Manuel",Marie,Liberal Party,3740
Bohol,Antequera,Councilor,"Narisma, Sofonias Buagas",Frony,Lakas- Christian Muslim Democrats,3740
Lanao del Norte,Sapad,Councilor,"Samporna, Diego Tawantawan",Diego,Lakas-Christian Muslim Democrats,3740
Lanao del Norte,Sultan Naga Dimaporo Karomatan,Councilor,"Samporna, Diego Tawantawan",Diego,Lakas-Christian Muslim Democrats,3740
Western Samar,San Jorge,Councilor,"Seludo, Sixto Alcorroque",Sixto 6-2,Lakas-Christian Muslim Democrats,3743
Surigao del Norte,Malimono,Councilor,"Mula, Margarito B",Margar,Lakas-Christian Muslim Democrats,3743
Surigao del Norte,Malimono,Councilor,"Mula, Margarito B",Margar,Lakas-Christian Muslim Democrats,3743
Nueva Ecija,Pantabangan,Councilor,"Uera, Mida Agdipa",Mida,Puwersa ng Masang Pilipino,3744
Quezon,Sampaloc,Councilor,"Denolan, Nelsam Ladines",Pitam,Lakas-Christian Muslim Democrats,3744
Occidental Mindoro,Rizal,Councilor,"Laredo, Rosario Poso",Rose,Nationalist People's Coalition,3744
Occidental Mindoro,Rizal,Councilor,"Pechon, Ricardo Tandug",Bhoy,Lakas-Christian Muslim Democrats,3744
Pangasinan,Aguilar,Councilor,"Dumlao, Defin Riparip",Mat,Lakas-Christian Muslim Democrats,3745
Cagayan,Iguig,Councilor,"Guim, Mario Penaflor",Bombo,Lakas-Christian Muslim Democrats,3745
Quezon,Polillo,Councilor,"Reyes, Pablo Jr. Garcia",Amboy,Lakas-Christian Muslim Democrats,3745
Bohol,Batuan,Vice-Mayor,"Garcia, Bernardino Oponda",Manu,Lakas- Christian Muslim Democrats,3745
Magindanao,Pandag,Councilor,"Diron, Esmail Lapuan",Lucky Nine,Lakas-Christian Muslim Democrats,3745
Eastern Samar,Sulat,Councilor,"Baldado, Augusto Palines",Agus,Lakas-Christian Muslim Democrats,3746
Eastern Samar,Sulat,Councilor,"Lobederio, Vilma Osit",Vilma,Nationalist People's Coalition,3746
Camarines Sur,Balatan,Councilor,"Elcano, Lourdes Bernaldez",Ding-Ding,Liberal Party,3747
Abra,Bucay,Councilor,"Bernardez, Ernesto Quines",Er,Lakas-Christian Muslim Democrats,3748
Ilocos Norte,Piddig,Councilor,"Foronda, Marianito Piedad",Ibot,Kilusang Bagong Lipunan,3748
Camarines Norte,Talisay,Councilor,"Golez, Wilfredo Belleza",Pidong,Lakas-Christian Muslim Democrats,3748
Surigao del Norte,Malimono,Vice-Mayor,"Binan, Alejandro B.",Ale,Lakas-Christian Muslim Democrats,3748
Agusan del Norte,Jabonga,Councilor,"Maldo, Wenifredo Solmeilano",Bimbot,Liberal Party,3748
Surigao del Norte,Malimono,Vice-Mayor,"Binan, Alejandro B.",Ale,Lakas-Christian Muslim Democrats,3748
Agusan del Norte,Kitcharao,Councilor,"Jalasan, Ignacio Subijana",Nase,Lakas-Christian Muslim Democrats,3750
Ilocos Norte,Pagudpud,Councilor,"Ubasa, Edimar Basamot",Jingo,Laban ng Demokratikong Pilipino,3752
Tarlac,Iba,Councilor,"Ballesteros, Danilo Mas",Danny,Laban ng Demokratikong Pilipino,3752
Bohol,Baclayon,Councilor,"Llorente, Abel Eligio Ones","Abel, Boy",Lakas- Christian Muslim Democrats,3752
Northern Samar,Mondragon,Councilor,"Diaz, Wilfredo Dapulag",Edu,Liberal Party,3752
Zamboanga del Norte,Josefina,Vice-Mayor,"Martinez, Angelito II Loquias",Dodong,Lakas-Christian Muslim Democrats,3752
Misamis Occidental,Tudela,Councilor,"Tiu, Julio Sr. Lood",Jul,Lakas-Christian Muslim Democrats,3752
Leyte,Santa Fe,Councilor,"Monteza, Oscar Josico","Oscar, Oca",Laban ng Demokratikong Pilipino,3753
Davao del Sur,Don Marcelino,Councilor,"Uy, Alexander Alegrio",Alex,Nationalista Party Coalition,3753
Iloilo,Badiangan,Councilor,"Gaje, Erwin Roy Jito",Wewin,Lakas-Christian Muslim Democrats,3754
Eastern Samar,Taft,Councilor,"Chicano, Jose Jr. Lim",Peping,Independent,3754
Misamis Oriental,Laguindingan,Councilor,"Apag, Anselmo Amilao",Khiki,Lakas-Christian Muslim Democrats,3755
Quezon,General Nakar,Councilor,"Astejada, Rea Ruidera",Rea,Laban ng Demokratikong Pilipino,3756
Northern Samar,San Jose,Councilor,"Evaristo, Nestor Jr. Gallano",Jun-Jun,Liberal Party,3756
Aurora,Dilasag,Mayor,"Dela Cruz, Vicente Tud",Enteng,Lakas-Christian Muslim Democrats,3757
Palawan,Bataraza,Councilor,"Valdez, Pantaleon Jr. Cacayuran",Jun,Lakas-Christian Muslim Democrats,3757
Zamboanga Sibugay,Mabuhay,Councilor,"Jaihari, Abdulgani Narawi",Gani,Lakas-Christian Muslim Democrats,3757
Misamis Oriental,Naawan,Councilor,"Esparcia, Elpidio Rodriguez",Peddy Boy,Lakas-Christian Muslim Democrats,3757
Nueva Ecija,Nampicuan,Mayor,"Verayo, Luisito Sanchez",Louie,Lapiang Bagong Lakas ng Nueva Ecija,3758
Bohol,Alicia,Vice-Mayor,"Tan , Edil Felisarta",Eddie,Lakas- Christian Muslim Democrats,3758
Bohol,Dagohoy,Councilor,"Bandalan, Romeo Lepon",Romy,Laban ng Demokratikong Pilipino,3758
Siquijor,Larena,Councilor,"Jimenez, Greg Yurong",Gorio,Nationalist People's Coalition,3758
Pangasinan,Calasiao,Calasiao,"Rivera, Manuel Balazon",Maning,Independent,3759
Tarlac,Iba,Councilor,"Millado, Roberto Millan",Robert,Lakas-Christian Muslim Democrats,3759
Marinduque,Torrijos,Councilor,"Palomares, Levy Fuentes",Levy,Lakas-Christian Muslim Democrats,3760
Albay,Manito,Councilor,"Ardales, Tomas Jr. Asaytuno",Tom,Lakas-Christian Muslim Democrats,3760
Iloilo,Duenas,Councilor,"Pelopero, Mamerto III Legayada",Ninoy,Kabalikat ng Malayang Pilipino,3760
Surigao del Sur,Lingig,Councilor,"Aparre, Bimbo Badang",Bimbo,Independent,3760
Surigao del Sur,Lingig,Councilor,"Aparre, Bimbo Badang",Bimbo,Independent,3760
Laguna,Paete,Councilor,"Monfero, Lilia Agbada",Lilia,Lakas-Christian Muslim Democrats or Philippine Democratic Socialist Party,3761
Tarlac,Santa Ignacia,Councilor,"Tacpal, Julian Bernardo",Meniano,Nationalist People's Coalition,3762
Eastern Samar,Sulat,Councilor,"Palines, Alma Anacta",Alm,Nationalist People's Coalition,3762
Negros Oriental,Amlan Ayuquitan,Councilor,"Tubac, Edmund Remollo",Mon,Nationalist People's Coalition,3762
Bohol,Antequera,Councilor,"Cuajao, Derwin Tesio",Win,Lakas- Christian Muslim Democrats,3763
Siquijor,San Juan,Councilor,"Capundag, Wilfredo Jr. Quimro",James,Independent,3764
Western Samar,Almagro,Councilor,"Prudenciado, Alejandro Ochiava",Ali,Liberal Party,3764
Surigao del Norte,Malimono,Councilor,"Fuentes, Wenefredo Cadelena",Wene,Lakas-Christian Muslim Democrats,3764
Surigao del Norte,Malimono,Councilor,"Fuentes, Wenefredo Cadelena",Wene,Lakas-Christian Muslim Democrats,3764
Mountain Province,Bontoc,Councilor,"Ngeteg, Benjamin Manneng",Ben,Nationalist People's Coalition,3765
Antique,Patnongon,Councilor,"Juluat, Pedro Jr. Buenafe",Jun,Aksyon Demokratiko,3765
Agusan del Norte,Santiago,Vice-Mayor,"Lasala, Anastacio Dela Torre",Dodo/Dods,Liberal Party,3765
Magindanao,Datu Hoffer Ampatuan,Councilor,"Paidumama, Ronald A.",Pogi,Lakas-Christian Muslim Democrats,3765
Eastern Samar,Taft,Vice-Mayor,"Cebreros, Nestor Sr. Balein",Boyt,Lakas-Christian Muslim Democrats,3766
Zamboanga del Norte,Margosatubig,Councilor,"Bernardo, Elsa Cabarron",Inday,Lakas-Christian Muslim Democrats,3766
Agusan del Sur,La Paz,Councilor,"Castro, Romeo Paderanga",Romy,Lakas-Christian Muslim Democrats,3767
Surigao del Sur,Cagwait,Councilor,"Estal, Vieme Garcia",Ging-Ging,Independent,3767
Agusan del Sur,La Paz,Councilor,"Castro, Romeo Paderanga",Romy,Lakas-Christian Muslim Democrats,3767
Surigao del Sur,Cagwait,Councilor,"Estal, Vieme Garcia",Ging-Ging,Independent,3767
Isabela,Santa Maria,Councilor,"Panganiban, Peterson Alingod",Peter-Pete,Nationalist People's Coalition,3768
Biliran,Biliran,Councilor,"Rondobio, Emmanuel Corpin",Butch,Lakas-Christian Muslim Democrats,3768
Bohol,Balilihan,Councilor,"Dampog, Ronald Tiongson",Ronnie,Kabalikat ng Malayang Pilipino,3769
Tarlac,Cabangan,Vice-Mayor,"Bringas, Leo Felix",Eyong,Lakas-Christian Muslim Democrats,3770
Isabela,San Isidro,Councilor,"Alonzo, Ligaya Cordova",Gay,Laban ng Demokratikong Pilipino,3771
Isabela,San Manuel,Councilor,"Alonzo, Ligaya Cordova",Gay,Laban ng Demokratikong Pilipino,3771
Isabela,Gamu,Councilor,"Morillo, Manuel Cauilan",Along,Independent,3772
Masbate,Palanas,Councilor,"Tamayo, Salatiel Cuevas",Atel,INA or Nationalist People's Coalition,3772
Nueva Ecija,Pantabangan,Councilor,"Dela Cruz, Virgilio Diego",Bobby,Lapiang Bagong Lakas ng Nueva Ecija,3773
Agusan del Sur,Loreto,Councilor,"Lozada, Amado Jr. Legaspi",Jun,Lakas-Christian Muslim Democrats,3773
Agusan del Sur,Loreto,Councilor,"Lozada, Amado Jr. Legaspi",Jun,Lakas-Christian Muslim Democrats,3773
Northern Samar,San Isidro,Councilor,"Vicario, Benito Portiles",Vito,Liberal Party,3774
Cagayan,Camalaniugan,Councilor,"Hernandez, Rene Casauay",Ren,Nationalist People's Coalition,3775
Bohol,Alicia,Councilor,"Felicitas, Concordio Olaco",Cording,Lakas- Christian Muslim Democrats,3776
Zamboanga Sibugay,Mabuhay,Councilor,"Anjawang, Jhemar Arasani",Jem,Lakas-Christian Muslim Democrats,3777
Ilocos Sur,Bantay,Councilor,"Quintinita, Ireneo Piano",Reny,Lakas-Christian Muslim Democrats,3779
Nueva Vizcaya,Kasibu,Vice-Mayor,"Giron, Wilson Guiab",Wilson,Laban Demokratikong Pilipino,3779
Surigao del Norte,Malimono,Councilor,"Dalde, Wendelita Quinto",Wending,Lakas-Christian Muslim Democrats,3779
Surigao del Norte,Malimono,Councilor,"Dalde, Wendelita Quinto",Wending,Lakas-Christian Muslim Democrats,3779
Cagayan,Santa Ana,Councilor,"Castillo, Jovemar Ascueta",Jomar,Nationalist People's Coalition,3780
Isabela,Quezon,Councilor,"Olaez, Ferdinand Ortiz",Bong,Nationalist People's Coalition,3780
Isabela,Santo Tomas,Councilor,"Malabug, Mateo Gatan",Maty,Lakas-Christian Muslim Democrats,3780
Marinduque,Mogpog,Councilor,"Maac, Melanio Lecaros",-,Independent,3780
Camarines Sur,Milaor,Councilor,"Marquez, Cesar Candelaria",Sar,Lakas-Christian Muslim Democrats,3780
Cebu,Pilar,Mayor,"Fernandez, Jesus Paradela",Dr. Jesus,Nationalist People's Coalition,3780
Quezon,Unisan,Councilor,"Castillo, Apolinar Abel",Enar,Liberal Party,3783
Iloilo,San Rafael,Councilor,"Balasico, Jeannie Marie Escoliada",Jiji,Laban ng Demokratikong Pilipino,3783
Bohol,Balilihan,Councilor,"Ajoc, Teodoro Maligmat",Dory,Lakas- Christian Muslim Democrats,3783
Western Samar,Santa Margarita,Councilor,"Cabarles, Cecilia Bolastig",Celia,Liberal Party,3783
Bukidnon,Sumilao,Councilor,"Sale, Silvestre Obut",Nonoy,Lakas-Christian Muslim Democrats,3783
Bukidnon,Talakag,Councilor,"Sale, Silvestre Obut",Nonoy,Lakas-Christian Muslim Democrats,3783
Benguet,Tuba,Councilor,"Esteban, Pedro Tanec",Esteb,Nationalist People's Coalition,3784
Kalinga,Pinukpuk,Councilor,"Tongdo, Ronald Dugayon",Onad,Independent,3784
Masbate,Pio V. Corpuz Limbuhan,Councilor,"Dollison, Victorino IV Mativo",Bitong,INA or Nationalist People's Coalition,3784
Northern Samar,Pambujan,Councilor,"Lucban, Erlinda Tan",Linda,Liberal Party,3784
Northern Samar,San Roque,Councilor,"Ledesma, Gemma U.",Iday,Liberal Party,3784
Zamboanga del Norte,Josefina,Mayor,"Loquias, Nestor Ocapan",Tor,Lakas-Christian Muslim Democrats,3784
Abra,Dolores,Mayor,"Guzman, Albert Zapata",Paking,Partido Demokratiko Sosyalista ng Pilipinas,3785
Batangas,Laurel,Councilor,"Garcia, Norvic Maligaya",Norvic,Laban ng Demokratikong Pilipino,3785
Batangas,Lemery,Councilor,"Garcia, Norvic Maligaya",Norvic,Laban ng Demokratikong Pilipino,3785
Camarines Sur,Milaor,Councilor,"Cabase, Rolando Alivarvar",Butod,Independent,3785
Sorsogon,Juban,Councilor,"Gruta, Romeo Flores",Gruta,Lakas-Christian Muslim Democrats,3785
Sorsogon,Prieto Diaz,Councilor,"Eva, Indalecio Jr. Deuna",Jun,Lakas-Christian Muslim Democrats,3785
Siquijor,Maria,Councilor,"Parami, Jaime Arrieta",Jim,Lakas-Christian Muslim Democrats,3785
Eastern Samar,Taft,Councilor,"Balbaboco, Luzano Jr. Balios",Popet,Nationalist People's Coalition,3785
Batangas,San Nicolas,Councilor,"Hernandez, Ireneo Dimallig",Totoy,Lakas-Christian Muslim Democrats,3786
Fourth District,Pateros,Councilor - 1st District,"Saez, Antonio Rosales",Tony,Lakas- Christian Muslim Democrats,3787
Iloilo,Tubungan,Councilor,"Halago, Ma Mercedes G.",Baby,Lakas-Christian Muslim Democrats,3787
Lanao del Norte,Poona Piagapo,Mayor,"Hadji Yusoph Usman, Saripada Mamarinta",Ipad,Lakas-Christian Muslim Democrats,3789
Ilocos Norte,Batac City,Councilor,"Madrid, Bonifacio Alcera",Pacio,Lakas-Christian Muslim Democrats,3790
Zamboanga del Norte,Tigbao,Councilor,"Manginsay, Emilio Ma-ata",Pastor,Nationalist People's Coalition,3790
Aurora,Dingalan,Councilor,"Liu, Hiram Madarra",Edgar,Laban ng Demokratikong Pilipino,3791
Masbate,Claveria,Councilor,"Mahinay, Elias Campo",Ely,Laban ng Demokratikong Pilipino,3791
Bukidnon,Malitbog,Councilor,"Sagumhay, Manuel Tancayon",Maning,Lakas-Christian Muslim Democrats,3791
Surigao del Norte,Sison,Councilor,"Pidor, Lolita Alcoseba",Lita,Independent,3791
Surigao del Norte,Sison,Councilor,"Pidor, Lolita Alcoseba",Lita,Independent,3791
Abra,Bucay,Councilor,"Lozano, Lilia Banez",Lilia,Lakas-Christian Muslim Democrats,3793
Nueva Ecija,Pantabangan,Councilor,"Uraga, Renato Villajuan",Rene,Puwersa ng Masang Pilipino,3793
Zamboanga Sibugay,Diplahan,Councilor,"Araya, Mariana Capayas",Yaying,Lakas-Christian Muslim Democrats,3793
Cagayan,Santa Nino Faire,Councilor,"Escucharo, Jing Jing Dela Cruz",Bombo Jing,Independent,3794
Quezon,Sampaloc,Councilor,"Abeja, Francisco Jr. Oblena",Boy,Lakas-Christian Muslim Democrats,3795
Masbate,Esperanza,Councilor,"Conag, Rogelio Sr. Consulta",Roling,Lakas-Christian Muslim Democrats,3795
Agusan del Sur,Sibagat,Councilor,"Bardon, Dario Saraum",Dar,Lakas-Christian Muslim Democrats,3796
Agusan del Sur,Sibagat,Councilor,"Bardon, Dario Saraum",Dar,Lakas-Christian Muslim Democrats,3796
Negros Occidental,Candoni,Councilor,"Magada, Diomedes Diameda",Med,Nationalist People's Coalition,3796
Sorsogon,Barcelona,Councilor,"Encinares, Nestor Estuye",Entoy,Lakas-Christian Muslim Democrats,3797
Eastern Samar,Giporlos,Vice-Mayor,"Balagasay, Inigo Famador",Inying,Nationalist People's Coalition,3799
Ilocos Sur,Santa,Councilor,"Borje, Warlito Baterio",Warly,Liberal Party,3800
Misamis Occidental,Tangub City,1st District,"Villanueva, Levin Evasco",Dodong,Lakas-Christian Muslim Democrats,3800
Isabela,Burgos,Vice-Mayor,"Agbayani, Victoriano Rivera",Vic,Nationalist People's Coalition,3801
Isabela,San Pablo,Councilor,"Binag, Margarette Tumaliuan",Margie Or Gie,Independent,3802
Antique,Anini-y,Mayor,"Hernaez, Glenn Endoso",Bingbong,Liberal Party,3802
Northern Samar,Catubig,Councilor,"Engo, Alfonsita Beltran",Paping,Liberal Party,3802
Cebu,Oslob,Councilor,"Mantilla, Leopoldo Duterte",Pol,Lakas-Christian Muslim Democrats,3803
Eastern Samar,Salcedo,Councilor,"Conag, Francisco Servano",Bebe,Independent,3803
Lanao del Norte,Bacolod,Councilor,"Ampaso, Hadji Ismael Guinal",Kadi,Lakas-Christian Muslim Democrats,3803
La Union,Tubao,Councilor,"Oller, Nicky Asuncion",Nike,Laban ng Demokratikong Pilipino,3804
Romblon,Odiongan,Councilor,"Panes, Ernesto Pedroso",Dok,Laban ng Demokratikong Pilipino,3804
Masbate,Palanas,Councilor,"Almanzor, Diony Gadia",Jun,Lakas-Christian Muslim Democrats,3804
Zamboanga Sibugay,Imelda,Councilor,"Talaver, Manuel Jr. Lintao",Bong,Lakas-Christian Muslim Democrats,3804
Basilan,Tuburan,Councilor,"Sahabat, Hj Rajid Pajat",Rhadz,Lakas-Christian Muslim Democrats,3804
Bohol,Antequera,Councilor,"Narido, Vidal Sr. Narido",Vidal,AKSYON DEMOKRATIKO,3805
Leyte,San Miguel,Councilor,"Salomon, Eduardo Carreon",Dading,Lakas-Christian Muslim Democrats,3805
Mountain Province,Bauko,Councilor,"Awisan, Randolph Tule-an",Randy,Independent,3806
Camarines Sur,San Fernando,Councilor,"Mayores, Abner Masapol",Ner,Liberal Party,3806
Benguet,Kabayan,Vice-Mayor,"Cosalan, Victor Adaoc",Vic,Nationalist People's Coalition,3808
Romblon,Odiongan,Councilor,"Gabuna, Daniel Glori",Dan,Lakas-Christian Muslim Democrats,3809
Eastern Samar,San Policarpio,Vice-Mayor,"Bianes, Nestor Opena",Toytoy,Nationalist People's Coalition,3810
Laguna,Cavinti,Vice-Mayor,"Villanueva, Manolo Glorioso",Manolo,Lakas-Christian Muslim Democrats,3812
Lanao del Sur,Calanogas,Councilor,"Akino, Amrosi Macote",Akino,Lakas-Christian Muslim Democrats,3812
Occidental Mindoro,Santa Cruz,Councilor,"Insigne, Lorenzo Sy",Lonching,Nationalist People's Coalition,3813
Western Samar,Pagsanghan,Councilor,"Pontejo, Felix Dumas",R-Pons,Independent,3813
Davao Orienta,Caraga,Councilor,"Dominguez, Salome Espina",Memy,Laban ng Demokratikong Pilipino,3813
Negros Oriental,Jimalalud,Councilor,"Grapa, Jesus Flores",Junior,Aksyon Demokratiko,3814
Cavite,Magallanes,Councilor,"Alegre, Gil Tijano",Gil,Laban ng Demokratikong Pilipino or Partido Magdalo,3815
La Union,Tubao,Councilor,"Calera, Deogracio Milo",George,Laban ng Demokratikong Pilipino,3816
Batangas,San Nicolas,Councilor,"Garcia, Armando Tenorio",Mading,Liberal Party,3816
Laguna,Pangil,Councilor,"Balino, Constante Rayela",Tantie,Lakas-Christian Muslim Democrats,3816
Occidental Mindoro,Santa Cruz,Councilor,"Dotimas , Elias Saldivar",Seyong,Nationalist People's Coalition,3816
Sorsogon,Magallanes,Councilor,"Labalan, Edmundo Jr. Magdaraog",Spark,Nationalist People's Coalition,3816
Western Samar,Calbayog City,Councilor,"David, Ponce Cabrales",Pons,Lakas-Christian Muslim Democrats,3816
Isabela,San Pablo,Councilor,"Castaneda, Arlan Aragon",Lan,Nationalist People's Coalition,3817
Zamboanga Sibugay,Naga,Councilor,"Sale, Manuel Orellano",Sale,Lakas-Christian Muslim Democrats,3817
Palawan,Taytay,Mayor,"Degillo, Samson Inapan",Sam,Lakas-Christian Muslim Democrats,3818
Eastern Samar,Quinapondan,Councilor,"Abuda, Gliceria Ayhon",Glesing,Independent,3818
Leyte,MacArthur,Councilor,"Aldaba, Cecilio Cain",Lolo,Nationalist People's Coalition,3818
Ilocos Sur,Salcedo Baugen,Vice-Mayor,"Gironella, Leopoldo Jr. Galazo",Boy,Liberal Party,3819
Camarines Sur,Canaman,Councilor,"Sanchez, Joseph Ramos",Jo,Liberal Party,3819
Bataan,Samal,Councilor,"Llanda, Hercules Ortiguerra",Erly,Lakas-Christian Muslim Democrats,3820
Camarines Sur,San Fernando,Councilor,"Noora, Inocasio Culaway",Nick,Lakas-Christian Muslim Democrats,3820
Albay,Jovellar,Vice-Mayor,"Clemente, Gilbert Alcantara",Embet,Independent,3821
Cagayan,Lasam,Councilor,"Galindon, Edwin Sr. Elizaga",Eddie With Love,Nationalist People's Coalition,3822
Bohol,Bilar,Councilor,"Vidal, Henry Bemodiano",Sir Vidal,KNP,3822
Negros Oriental,Jimalalud,Councilor,"Sarabia, Guerrilleto Balasabas",Giling,Aksyon Demokratiko,3822
Siquijor,San Juan,Councilor,"Jumawan, Jimmy Ill",Jim,Lakas-Christian Muslim Democrats,3823
Misamis Oriental,Gitagum,Councilor,"Salvan, Marina Bahian",Mar,KNP or Laban ng Demokratikong Pilipino,3823
Quezon,Sampaloc,Mayor,"Delgado, Samson Bala",Samson,Lakas-Christian Muslim Democrats,3825
Antique,Pandan,Councilor,"Blanza, Paulino Apuado",Paul,Liberal Party,3825
Tarlac,Candelaria,Councilor,"Ela, Chase Alonzo",Ching,Nacionalista Party,3827
Bohol,Lila,Mayor,"Balagosa, Telesforo Laganson",Telly,Lakas- Christian Muslim Democrats,3827
Agusan del Norte,Carmen,Councilor,"Morre, Vivencio Tordos",Ben,Liberal Party,3827
Batangas,Laurel,Councilor,"Balba, Marcelo Mendoza",Delmar,Liberal Party,3828
Batangas,Lemery,Councilor,"Balba, Marcelo Mendoza",Delmar,Liberal Party,3828
Eastern Samar,Salcedo,Councilor,"Berongoy, Mardonia Duran",Mardy,Nationalist People's Coalition,3828
Agusan del Sur,La Paz,Councilor,"Martinez, Reuby Bentoso",Rm,Lakas-Christian Muslim Democrats,3828
Agusan del Sur,La Paz,Councilor,"Martinez, Reuby Bentoso",Rm,Lakas-Christian Muslim Democrats,3828
Tarlac,San Felipe,Councilor,"Aranda, Felixfifacion Fulinara",Felix,Lakas-Christian Muslim Democrats,3830
Sorsogon,Magallanes,Councilor,"Carrascal, Melchor Gito",Sir Langka,Nationalist People's Coalition,3830
Zamboanga Sibugay,Roseller Lim,Councilor,"Piodena, Michael A.",Papong,Labang ng Demokratikong Pilipino,3830
Batangas,Santa Teresita,Councilor,"Atienza, Ernesto Salazar",Nestor,Liberal Party,3831
Camarines Sur,Canaman,Councilor,"Sayson, Beatriz Alcantara",Pat,Lakas-Christian Muslim Democrats,3831
Surigao del Sur,Lianga,Councilor,"Tomalon, Gloria Campos",Glo,Kabalikat ng Malayang Pilipino,3832
Surigao del Sur,Lianga,Councilor,"Tomalon, Gloria Campos",Glo,Kabalikat ng Malayang Pilipino,3832
Ilocos Norte,Batac City,Councilor,"Garcia, Efren Santos Bumiltac",Bong,Kilusang Bagong Lipunan,3834
Ilocos Sur,San Vicente,Councilor,"Reyes, Rosamante Lazo",Kirat,Lakas-Christian Muslim Democrats,3834
Cebu,Aloguinsan,Councilor,"Tausa, Gerundia Derecho",Ronie,Lakas-Christian Muslim Democrats,3834
Isabela,San Pablo,Councilor,"Cammayo, Simplicio Jr. Bulan",Jun,Independent,3835
Orintal Mindoro,Pola,Councilor,"Famorcan, Lorenzo Marfil",Inso,Liberal Party,3835
Orintal Mindoro,Puerto Galera,Councilor,"Famorcan, Lorenzo Marfil",Inso,Liberal Party,3835
Aklan,Nabas,Councilor,"Bolivar, Stephen Zaldivar",Toto,Lakas-Christian Muslim Democrats,3835
Siquijor,Lazi,Councilor,"Paglinawan, Dexter Ganhinhin",Dicken,Lakas-Christian Muslim Democrats,3835
Camiguin,Sagay,Councilor,"Chaves, Judith Tongol",Judith,Lakas-Christian Muslim Democrats,3836
Mountain Province,Bauko,Councilor,"Siti, Pio Tulali",Cotit,Independent,3837
Cagayan,Alcala,Councilor,"Sumabat, Daniel III Antonio",Denden,Nationalist People's Coalition,3837
Palawan,Linapacan,Councilor,"Vidal, Julieta Tenorio",Juliet,Liberal Party,3837
Bohol,Danao,Councilor,"Ceniza, Hermogenes Aparri",Menes,Lakas- Christian Muslim Democrats,3838
Agusan del Norte,Carmen,Councilor,"Ladao, Athanacio Balisado",Boy,Liberal Party,3838
Cagayan,Iguig,Councilor,"Callueng, Dionicia Rumusud",Ning,Nationalist People's Coalition,3839
Misamis Oriental,Libertad,Mayor,"Acain, Alberto Bacaylan",Boboy,Lakas-Christian Muslim Democrats,3839
Misamis Occidental,Tudela,Councilor,"Arboladura, Teodoro Mercado",Teodo,Independent,3841
Negros Oriental,La Libertad,Councilor,"Pantinople, Nenita Bongcawil",Nita or Nit,Laban ng Demokratikong Pilipino,3841
Tarlac,Mayantoc,Councilor,"Santos, Francisco Lumicao",Frank,Nationalist People's Coalition,3842
Bohol,Dimiao,Councilor,"Quipit, Metodio Namindang",Teody,Independent,3842
Western Samar,Tagapul-an,Councilor,"Panis, Restituto Radomes",Toto,Lakas-Christian Muslim Democrats,3842
Lanao del Sur,Ditsaan-Ramain,Mayor,"Abinal, Mohamadali Abboh.",Michel Merecano,Independent,3842
Laguna,Paete,Councilor,"Cosico, Ronald Bague",Bokwet,Lakas-Christian Muslim Democrats or Philippine Democratic Socialist Party or Liberal Party,3843
Cebu,Pilar,Vice-Mayor,"Tajo, Rommel Borinaga",Mel,Nationalist People's Coalition,3843
Lanao del Norte,Kauswagan,Councilor,"Yanez, Romulo Ducao",Mulong,Lakas-Christian Muslim Democrats,3843
Isabela,Benito Soliven,Councilor,"Pamittan, Isidro Agcaoili",Sid,Liberal Party,3845
Laguna,Majayjay,Councilor,"Palentinos, Matias Menor",Mati,Lakas-Christian Muslim Democrats,3845
La Union,Pugo,Councilor,"Basallo, Jose Bang-Asan",Ukala,Lakas-Christian Muslim Democrats,3846
Cagayan,Pamplona,Councilor,"Baclig, Digna Aurellano",Digna or Doctora,Independent,3846
Basilan,Lantawan,Councilor,"Hasim, Nadzra Sampurnah",Nadz,Independent,3846
Cagayan,Allacapan,Councilor,"Ganaden, Sabino Jr. Bayani",Jun,Puwersa ng Masang Pilipino,3847
Occidental Mindoro,Abra De Ilog,Councilor,"Belen, Reynaldo Tano",Inod,Nationalist People's Coalition,3847
Lanao del Norte,Magsaysay,Councilor,"Yangyang, Isidro Segovia",Dory,Laban ng Demokratikong Pilipino,3847
